Disease Pair,Comorbidity
"anemia, aplastic&behcet syndrome",2.524941
"adrenal gland diseases&metal metabolism, inborn errors",2.524612
demyelinating diseases&lipidoses,2.524008
lipidoses&multiple sclerosis,2.524008
"hair diseases&leukemia, lymphocytic, chronic, b-cell",2.521301
"leukemia, lymphocytic, chronic, b-cell&uveal diseases",2.516819
"arrhythmias, cardiac&cardiomyopathies",2.515994
"arrhythmias, cardiac&cardiomyopathy, hypertrophic",2.515994
autoimmune diseases&hair diseases,2.515457
celiac disease&lymphoma,2.515336
lymphoma&malabsorption syndromes,2.515336
"arthritis, rheumatoid&rheumatic diseases",2.514757
behcet syndrome&bone diseases,2.512618
dwarfism&epilepsy,2.511845
celiac disease&rheumatic diseases,2.50905
cerebellar ataxia&exophthalmos,2.508768
lymphoma&myocardial ischemia,2.508653
hyperthyroidism&movement disorders,2.508532
head and neck neoplasms&liver cirrhosis,2.507221
"head and neck neoplasms&liver cirrhosis, biliary",2.507221
anemia&crohn disease,2.501363
muscular diseases&spondylarthropathies,2.499493
cardiomyopathies&muscular diseases,2.498676
cardiomyopathies&muscular dystrophies,2.498676
"cardiomyopathy, hypertrophic&muscular dystrophies",2.498676
behcet syndrome&bile duct diseases,2.497636
"metal metabolism, inborn errors&mycobacterium infections",2.497517
dyskinesias&graves disease,2.497357
cholestasis&stomatognathic diseases,2.49574
amyotrophic lateral sclerosis&ankylosis,2.494374
ankylosis&motor neuron disease,2.494374
blood coagulation disorders&lysosomal storage diseases,2.494078
"blood coagulation disorders, inherited&lysosomal storage diseases",2.494078
adenocarcinoma&head and neck neoplasms,2.493671
immune system diseases&osteoporosis,2.492007
"metal metabolism, inborn errors&vascular diseases",2.490587
psoriasis&varicose veins,2.490358
"hypersensitivity&lupus erythematosus, systemic",2.489647
cerebellar ataxia&leukemia,2.486281
arthritis&osteoporosis,2.485515
behcet syndrome&osteoporosis,2.484723
arthritis&coronary disease,2.484709
epilepsy&hair diseases,2.484259
adenocarcinoma&immune system diseases,2.484192
"bone diseases, metabolic&lupus erythematosus, systemic",2.481473
epilepsy&peripheral nervous system diseases,2.48146
blood platelet disorders&spinal cord diseases,2.479321
arthritis&blood coagulation disorders,2.47352
"arthritis&blood coagulation disorders, inherited",2.47352
crohn disease&lymphatic diseases,2.473402
blood platelet disorders&lymphoma,2.472246
adrenal gland diseases&exophthalmos,2.471068
blood coagulation disorders&vasculitis,2.470925
"blood coagulation disorders, inherited&vasculitis",2.470925
hypotrichosis&myocardial infarction,2.470775
intellectual disability&parkinsonian disorders,2.47028
anemia&liver cirrhosis,2.470204
"anemia&liver cirrhosis, biliary",2.470204
"autoimmune diseases&spondylitis, ankylosing",2.468563
hypersensitivity&spinal cord diseases,2.467606
muscular diseases&spondylitis,2.466632
"arthritis&bone diseases, metabolic",2.464551
"mycobacterium infections&neoplasms, connective and soft tissue",2.464271
hypopigmentation&nervous system diseases,2.462062
"dyssomnias&genital diseases, female",2.461121
albuminuria&hemorrhagic disorders,2.458155
hemorrhagic disorders&proteinuria,2.458155
macular degeneration&stomatognathic diseases,2.45808
adrenal gland diseases&muscular dystrophies,2.457391
"graves disease&spondylitis, ankylosing",2.455969
"spondylitis, ankylosing&thyroid diseases",2.455969
"esophageal diseases&leukemia, b-cell",2.455969
"leukemia, b-cell&spondylitis, ankylosing",2.455969
exophthalmos&hypothalamic diseases,2.455311
blood coagulation disorders&heart arrest,2.45491
"blood coagulation disorders, inherited&heart arrest",2.45491
"blood platelet disorders&spondylitis, ankylosing",2.451516
cardiomyopathies&disorders of sex development,2.45098
"cardiomyopathy, hypertrophic&disorders of sex development",2.45098
intellectual disability&ovarian diseases,2.450962
coronary disease&spinocerebellar ataxias,2.450461
blood platelet disorders&vasculitis,2.449126
"death, sudden&dyskinesias",2.445575
cerebellar ataxia&liver cirrhosis,2.44524
"cerebellar ataxia&liver cirrhosis, biliary",2.44524
"asthma&purine-pyrimidine metabolism, inborn errors",2.444041
"liver cirrhosis, biliary&lupus erythematosus, systemic",2.443678
albuminuria&gout,2.435821
gout&proteinuria,2.435821
glioma&gout,2.435821
hypotrichosis&spondylitis,2.435619
hypothalamic diseases&osteoporosis,2.435063
"bone diseases, metabolic&movement disorders",2.433904
celiac disease&retinitis pigmentosa,2.433008
malabsorption syndromes&retinitis pigmentosa,2.433008
bile duct diseases&colorectal neoplasms,2.43283
glioma&myocardial ischemia,2.432409
albuminuria&charcot-marie-tooth disease,2.432409
albuminuria&hereditary sensory and motor neuropathy,2.432409
albuminuria&myocardial ischemia,2.432409
albuminuria&peripheral nervous system diseases,2.432409
albuminuria&polyneuropathies,2.432409
charcot-marie-tooth disease&proteinuria,2.432409
hereditary sensory and motor neuropathy&proteinuria,2.432409
myocardial ischemia&proteinuria,2.432409
peripheral nervous system diseases&proteinuria,2.432409
polyneuropathies&proteinuria,2.432409
anemia&blood coagulation disorders,2.432117
"anemia&blood coagulation disorders, inherited",2.432117
"bone diseases, metabolic&spinocerebellar ataxias",2.43058
gastroenteritis&hair diseases,2.427512
albuminuria&cardiomyopathies,2.4254
"albuminuria&cardiomyopathy, hypertrophic",2.4254
cardiomyopathies&proteinuria,2.4254
"cardiomyopathy, hypertrophic&proteinuria",2.4254
"heart defects, congenital&polyneuropathies",2.4245
"bone diseases, metabolic&respiratory tract diseases",2.420493
immune system diseases&varicose veins,2.417297
hair diseases&retinitis pigmentosa,2.414713
"arthritis, rheumatoid&malformations of cortical development",2.414458
hypothalamic diseases&lymphoma,2.411576
"amino acid metabolism, inborn errors&spinocerebellar ataxias",2.411062
"crohn disease&metal metabolism, inborn errors",2.41098
"anemia, aplastic&carcinoma, renal cell",2.410831
leukemia&neoplasms,2.410809
blood platelet disorders&crohn disease,2.408685
bile duct diseases&immune system diseases,2.407096
mycobacterium infections&myeloproliferative disorders,2.405866
hypotrichosis&spondylarthropathies,2.405584
"metal metabolism, inborn errors&spinocerebellar degenerations",2.402751
anemia&autoimmune diseases,2.402182
"amino acid metabolism, inborn errors&crohn disease",2.402162
cerebellar ataxia&dementia,2.402004
dementia&sleep disorders,2.401919
hypersensitivity&ovarian diseases,2.401029
hemorrhagic disorders&spinal cord diseases,2.400245
immune system diseases&vascular diseases,2.3999
craniofacial abnormalities&epilepsy,2.399897
hypopigmentation&muscular diseases,2.398588
respiratory tract diseases&spinocerebellar ataxias,2.39481
"cardiomyopathies&diabetes mellitus, type 1",2.393467
"cardiomyopathy, hypertrophic&diabetes mellitus, type 1",2.393467
"blood platelet disorders&metal metabolism, inborn errors",2.39277
"leukemia, b-cell&uveal diseases",2.391794
colorectal neoplasms&hemorrhagic disorders,2.391329
"anemia&purine-pyrimidine metabolism, inborn errors",2.39127
demyelinating diseases&hereditary sensory and motor neuropathy,2.38778
charcot-marie-tooth disease&demyelinating diseases,2.38778
hereditary sensory and motor neuropathy&multiple sclerosis,2.38778
charcot-marie-tooth disease&multiple sclerosis,2.38778
breast diseases&glioma,2.385126
albuminuria&cerebellar ataxia,2.385126
albuminuria&exophthalmos,2.385126
"albuminuria&spastic paraplegia, hereditary",2.385126
albuminuria&spinocerebellar degenerations,2.385126
cerebellar ataxia&proteinuria,2.385126
exophthalmos&proteinuria,2.385126
"proteinuria&spastic paraplegia, hereditary",2.385126
proteinuria&spinocerebellar degenerations,2.385126
"bone diseases, metabolic&hypopigmentation",2.384626
"charcot-marie-tooth disease&colitis, ulcerative",2.383867
"colitis, ulcerative&hereditary sensory and motor neuropathy",2.383867
bile duct diseases&blood coagulation disorders,2.38201
"bile duct diseases&blood coagulation disorders, inherited",2.38201
craniofacial abnormalities&parkinsonian disorders,2.381106
"carbohydrate metabolism, inborn errors&muscular dystrophies",2.38069
"arthritis, rheumatoid&asthma",2.378879
"arthritis, rheumatoid&lymphoma",2.378879
"lung diseases, obstructive&lymphoma",2.378879
"metabolism, inborn errors&respiratory tract diseases",2.378334
"myeloproliferative disorders&neoplasms, germ cell and embryonal",2.377919
myeloproliferative disorders&ovarian neoplasms,2.377919
"lung diseases, obstructive&neoplasms",2.376608
hypopigmentation&muscular dystrophies,2.375189
cranial nerve diseases&dyskinesias,2.375066
demyelinating diseases&epilepsy,2.374905
epilepsy&multiple sclerosis,2.374905
anemia&coronary disease,2.374569
blood platelet disorders&varicose veins,2.374298
"carcinoma, renal cell&lymphatic diseases",2.374131
exophthalmos&leprosy,2.373781
hypopigmentation&vasculitis,2.372753
cerebellar ataxia&parkinsonian disorders,2.371198
"dementia&metabolism, inborn errors",2.370514
"metal metabolism, inborn errors&nervous system diseases",2.36663
osteoporosis&peripheral nervous system diseases,2.364494
alzheimer disease&glioma,2.36355
bone diseases&hypotrichosis,2.362461
"immune system diseases&leukemia, myeloid, acute",2.361994
cranial nerve diseases&stomatognathic diseases,2.360759
"arthritis&metal metabolism, inborn errors",2.360227
adrenal gland diseases&lymphoma,2.360042
autoimmune diseases&hyperthyroidism,2.359358
autoimmune diseases&exophthalmos,2.358307
"muscular dystrophies&spondylitis, ankylosing",2.357893
bile duct diseases&uveal diseases,2.357769
"autoimmune diseases&bone diseases, metabolic",2.354572
gastroenteritis&stomatognathic diseases,2.354199
anemia&varicose veins,2.353796
"celiac disease&death, sudden",2.353479
"death, sudden&malabsorption syndromes",2.353479
bone diseases&polyneuropathies,2.353086
"anemia, hemolytic&mycobacterium infections",2.352739
joint diseases&ovarian diseases,2.352155
"carbohydrate metabolism, inborn errors&leprosy",2.351986
hair diseases&lymphatic diseases,2.351439
breast neoplasms&spinal cord diseases,2.34976
"ankylosis&arthritis, rheumatoid",2.348295
coronary disease&epilepsy,2.344389
"blood coagulation disorders&death, sudden",2.344111
"blood coagulation disorders, inherited&death, sudden",2.344111
"abnormalities, multiple&skin abnormalities",2.343976
macular degeneration&ovarian diseases,2.342944
"carbohydrate metabolism, inborn errors&hair diseases",2.340677
"lipidoses&neoplasms, connective and soft tissue",2.3393
gout&myeloproliferative disorders,2.338991
goiter&spinocerebellar degenerations,2.33765
endocrine system diseases&multiple sclerosis,2.337383
multiple sclerosis&psoriasis,2.337383
gastroenteritis&hypothalamic diseases,2.337112
arthritis&gout,2.336584
"anemia, aplastic&cholestasis",2.334724
"bone diseases&death, sudden",2.333145
amyotrophic lateral sclerosis&dementia,2.332669
dementia&motor neuron disease,2.332669
ankylosis&pancreatic diseases,2.33256
adrenal gland diseases&aneurysm,2.332166
adrenal gland diseases&glioma,2.330101
"carcinoma, renal cell&neoplasms, connective and soft tissue",2.329813
celiac disease&esophageal diseases,2.326102
esophageal diseases&malabsorption syndromes,2.326102
coronary artery disease&glomerulonephritis,2.324076
glomerulonephritis&myocardial ischemia,2.323968
"anemia, hemolytic&metal metabolism, inborn errors",2.322964
"leukemia, lymphocytic, chronic, b-cell&neoplasms, connective and soft tissue",2.321921
sleep disorders&vasculitis,2.32091
"anemia, hemolytic&celiac disease",2.318143
"anemia, hemolytic&malabsorption syndromes",2.318143
hair diseases&immunologic deficiency syndromes,2.313376
joint diseases&peripheral nervous system diseases,2.310898
macular degeneration&mycobacterium infections,2.310349
"basal ganglia diseases&death, sudden",2.310003
"death, sudden&immune system diseases",2.309831
asthma&immunologic deficiency syndromes,2.308505
"lymphatic diseases&spondylitis, ankylosing",2.307602
alzheimer disease&disorders of sex development,2.305651
"amino acid metabolism, inborn errors&colitis, ulcerative",2.305541
coronary disease&varicose veins,2.305285
cardiovascular diseases&coronary disease,2.303952
myeloproliferative disorders&stomatognathic diseases,2.303734
endocrine system diseases&spinocerebellar degenerations,2.302231
spinocerebellar degenerations&thyroid diseases,2.302231
"leukemia, lymphocytic, chronic, b-cell&lymphatic diseases",2.300566
adrenal gland diseases&dyskinesias,2.299687
"joint diseases&spondylitis, ankylosing",2.29921
exophthalmos&hypotrichosis,2.298046
"leukemia, lymphocytic, chronic, b-cell&lysosomal storage diseases",2.296368
"heart defects, congenital&intellectual disability",2.296319
dementia&movement disorders,2.295044
cerebellar ataxia&hair diseases,2.293667
"amyotrophic lateral sclerosis&spondylitis, ankylosing",2.292394
esophageal diseases&motor neuron disease,2.292394
"motor neuron disease&spondylitis, ankylosing",2.292394
"death, sudden&spondylitis, ankylosing",2.292237
hair diseases&spinocerebellar ataxias,2.29117
cardiomyopathies&myocardial infarction,2.29098
cardiomyopathies&myocardial ischemia,2.29098
"cardiomyopathy, hypertrophic&myocardial infarction",2.29098
"cardiomyopathy, hypertrophic&myocardial ischemia",2.29098
cardiomyopathies&coronary artery disease,2.290943
"cardiomyopathy, hypertrophic&coronary artery disease",2.290943
"arthritis&metabolism, inborn errors",2.289351
cerebellar ataxia&stomatognathic diseases,2.287556
esophageal diseases&muscular diseases,2.287133
"cranial nerve diseases&metabolism, inborn errors",2.285934
gout&vascular diseases,2.283665
joint diseases&lysosomal storage diseases,2.281762
hypothalamic diseases&precursor cell lymphoblastic leukemia-lymphoma,2.281066
lipidoses&lysosomal storage diseases,2.280203
dyskinesias&ovarian diseases,2.279961
"carbohydrate metabolism, inborn errors&vasculitis",2.276547
cardiomegaly&glomerulonephritis,2.276286
lipidoses&spinal cord diseases,2.275985
"breast diseases&genital diseases, female",2.275222
"anemia, aplastic&spastic paraplegia, hereditary",2.274374
arterial occlusive diseases&cardiomyopathies,2.273712
